icr_id,dimension,points,maximum,rationale,source_ids,locator,evidence_version
202506-0551-003,provenance,9,15,Occupation and2025GS13/10 specified; respondent wage vintage/loading missing.,SRC-0151;SRC-0152,Items12–15 and footnotes,M1-1.0.0
202506-0551-003,segmentation,12,15,"Application, agreement, evaluation, reimbursement and records separated.",SRC-0151;SRC-0152,Item12,M1-1.0.0
202506-0551-003,labor,5,10,76.21 said includesfringe withoutwage/load derivation.,SRC-0151;SRC-0152,Item12,M1-1.0.0
202506-0551-003,item13,7,10,NoadditionalcapitalorO&M stated;existinggrant recordscope plausible.,SRC-0151;SRC-0152,Item13,M1-1.0.0
202506-0551-003,item14,8,10,"740hours by office/task at72.90, GS13/10plus30%; hoursperapplicationnotshown.",SRC-0151;SRC-0152,Item14,M1-1.0.0
202506-0551-003,item15,6,10,Old/newandresponses statedbutclaims350ratherthan400-hourincrease.,SRC-0151;SRC-0152,Item15,M1-1.0.0
202506-0551-003,validation,2,5,"Program experience, little measuredtimeevidence.",SRC-0151;SRC-0152,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202506-0551-003,consistency,3,5,Main tablescoherent;Item15arithmeticerror.,SRC-0151;SRC-0152,Items12–15 and ROCIS summary,M1-1.0.0
202506-0938-007,reproducibility,17,20,Hospital count and two activity/occupation groups reconstruct hours and labor cost.,SRC-0089;SRC-0090,Item12,M1-1.0.0
202506-0938-007,provenance,9,15,Dated STAR registry and 2023 OEWS occupation inputs; burden hours inherited.,SRC-0089;SRC-0090,Items12–15 and footnotes,M1-1.0.0
202506-0938-007,segmentation,10,15,"Reporting and recordkeeping separated, but hospital complexity variation not modeled.",SRC-0089;SRC-0090,Item12,M1-1.0.0
202506-0938-007,labor,4,10,Occupation match and doubling stated; 100% benefit/overhead markup is not derived.,SRC-0089;SRC-0090,Item12,M1-1.0.0
202506-0938-007,item13,4,10,Capital zero asserted without discussion of O&M and cost-report software.,SRC-0089;SRC-0090,Item13,M1-1.0.0
202506-0938-007,item14,4,10,"MAC and CMS totals supplied without hours, rates or allocation methodology.",SRC-0089;SRC-0090,Item14,M1-1.0.0
202506-0938-007,item15,7,10,"Old/new hospital counts, time and cost shown, with transfers from two controls; transfer-to-average-hour derivation unclear.",SRC-0089;SRC-0090,Item15,M1-1.0.0
202506-0938-007,validation,3,5,Administrative population count supported; 675 hours lacks measured timing validation.,SRC-0089;SRC-0090,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202506-0938-007,consistency,2,5,Main products reconcile; transferred requirement counts do not directly explain one additional hour for all hospitals.,SRC-0089;SRC-0090,Items12–15 and ROCIS summary,M1-1.0.0
202506-2130-004,reproducibility,13,20,"ManyCFRtaskrows; minutes convertedusingtruncateddecimals,employeeproduct inconsistent.",SRC-0069;SRC-0070,Item12,M1-1.0.0
202506-2130-004,provenance,9,15,2024OPM andrailwaywagesource footnote; agencyexperience basisnotreplicable.,SRC-0069;SRC-0070,Items12–15 and footnotes,M1-1.0.0
202506-2130-004,segmentation,14,15,Electronic/paper andfatiguereview activities;explicitfulfilled/excludedobligations.,SRC-0069;SRC-0070,Item12,M1-1.0.0
202506-2130-004,labor,5,10,Uniform89.13industryrate; occupation-specificmix lacking.,SRC-0069;SRC-0070,Item12,M1-1.0.0
202506-2130-004,item13,6,10,Softwareprogramming/training/support/maintenance inflationtable;one-timeversusannualcycle notclear.,SRC-0069;SRC-0070,Item13,M1-1.0.0
202506-2130-004,item14,7,10,Grade/time/quantity explicit; firstrowunloadedwhileothers1.75; headingsaysx75%instead ofmarkup.,SRC-0069;SRC-0070,Item14,M1-1.0.0
202506-2130-004,item15,9,10,Row-levelold/newdriverreasons andaggregate1325hourchange.,SRC-0069;SRC-0070,Item15,M1-1.0.0
202506-2130-004,validation,3,5,Administrative histories andFASTmodel operational context; response-timeevidence mostlySME.,SRC-0069;SRC-0070,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202506-2130-004,consistency,1,5,8minutesrowcalculatedas.13hours; training2/60computedas.03;1/60as.02.,SRC-0069;SRC-0070,Items12–15 and ROCIS summary,M1-1.0.0
202507-1902-004,reproducibility,17,20,New97*4-hour task plus retrieved prior master table permits full hour reconstruction; amendment alone uses obsolete baseline.,SRC-0071;SRC-0072;SRC-0111;SRC-0112,Item12,M1-1.0.0
202507-1902-004,provenance,9,15,NERC registry date and BLS occupations identified; underlying load and task-time evidence incomplete.,SRC-0071;SRC-0072;SRC-0111;SRC-0112,Items12–15 and footnotes,M1-1.0.0
202507-1902-004,segmentation,14,15,"Reliability standards, registration roles, records and transfer destinations distinguished.",SRC-0071;SRC-0072;SRC-0111;SRC-0112,Item12,M1-1.0.0
202507-1902-004,labor,6,10,75/25 engineer/clerk mix explicit; benefits embedded in rates without complete derivation.,SRC-0071;SRC-0072;SRC-0111;SRC-0112,Item12,M1-1.0.0
202507-1902-004,item13,2,10,Statement says no nonlabor cost while ROCIS carries371100; prior statement also contradicts its own cost table.,SRC-0071;SRC-0072;SRC-0111;SRC-0112,Item13,M1-1.0.0
202507-1902-004,item14,6,10,"PRA administration allowance explained, but updated7978 versus prior8396 is not derived.",SRC-0071;SRC-0072;SRC-0111;SRC-0112,Item14,M1-1.0.0
202507-1902-004,item15,6,10,Incremental388-hour change clear; stale prior baseline and unresolved transfer arithmetic weaken full bridge.,SRC-0071;SRC-0072;SRC-0111;SRC-0112,Item15,M1-1.0.0
202507-1902-004,validation,3,5,Registry supports population; four-hour task and inherited120/160-hour workloads untested.,SRC-0071;SRC-0072;SRC-0111;SRC-0112,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202507-1902-004,consistency,1,5,Statement totals use1407238 baseline while ROCIS correctly uses1103040; prior master and transfer tables contain errors.,SRC-0071;SRC-0072;SRC-0111;SRC-0112,Items12–15 and ROCIS summary,M1-1.0.0
202508-1218-005,reproducibility,17,20,Extensive atomic equations and tables; stale response-column values and mixed precision.,SRC-0186;SRC-0187,Item12,M1-1.0.0
202508-1218-005,provenance,11,15,"March2025 RMP plus2022CBP and2023OEWS; source dates explicit, inherited timing.",SRC-0186;SRC-0187,Items12–15 and footnotes,M1-1.0.0
202508-1218-005,segmentation,15,15,"Facility/process, complexity, new/existing and seven occupations separated.",SRC-0186;SRC-0187,Item12,M1-1.0.0
202508-1218-005,labor,7,10,SOC wage divided by.705 explicit; engineer levels mapped to different occupational groups rather than validated seniority.,SRC-0186;SRC-0187,Item12,M1-1.0.0
202508-1218-005,item13,8,10,Explicit all costs in12; no additional equipment/purchases asserted consistently with documentation scope.,SRC-0186;SRC-0187,Item13,M1-1.0.0
202508-1218-005,item14,8,10,Zero investigation records burden tied to5CFR1320.4(a)(2); no review outside investigation identified.,SRC-0186;SRC-0187,Item14,M1-1.0.0
202508-1218-005,item15,9,10,"Every activity old/new/delta table reconciles, but aggregate explanation omits growth in some drivers.",SRC-0186;SRC-0187,Item15,M1-1.0.0
202508-1218-005,validation,3,5,Administrative proxy adjustments and comment critique explicit;1996/RIA times and staff20% multiplier not revalidated.,SRC-0186;SRC-0187,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202508-1218-005,consistency,2,5,Response totals retain different facility counts from current burden rows; minor hours conflicts.,SRC-0186;SRC-0187,Items12–15 and ROCIS summary,M1-1.0.0
202508-1652-001,reproducibility,16,20,"Detailed counts,times andyears; rounded frequency averages prevent exact small-carrier rows.",SRC-0047;SRC-0048,Item12,M1-1.0.0
202508-1652-001,provenance,11,15,Current2024OEWS/2025ECEC cited; internal pay proxy and federal budget basis less accessible.,SRC-0047;SRC-0048,Items12–15 and footnotes,M1-1.0.0
202508-1652-001,segmentation,14,15,"Carrier,airport,low-risk provider andindividual paths distinguished; automated activity scope stated.",SRC-0047;SRC-0048,Item12,M1-1.0.0
202508-1652-001,labor,7,10,Occupational ECEC loading clear; federal J-band proxy explicitly justified; individual ECEC rate identified.,SRC-0047;SRC-0048,Item12,M1-1.0.0
202508-1652-001,item13,6,10,No additional costs asserted; automated system scope would benefit from implementation-cost rationale.,SRC-0047;SRC-0048,Item13,M1-1.0.0
202508-1652-001,item14,5,10,Three-year payroll/contract budget categories explicit; no staff workload or incremental allocation.,SRC-0047;SRC-0048,Item14,M1-1.0.0
202508-1652-001,item15,7,10,"New10000hours and300000responses separated from adjustments, but old/new numerical bridge incomplete.",SRC-0047;SRC-0048,Item15,M1-1.0.0
202508-1652-001,validation,2,5,Administrative frequencies andgrowth assumption; timing validation absent.,SRC-0047;SRC-0048,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202508-1652-001,consistency,2,5,Federal narrative uses156875M while footnote156.875M andtable thousands; mixed precision.,SRC-0047;SRC-0048,Items12–15 and ROCIS summary,M1-1.0.0
202508-2126-007,reproducibility,13,20,Forecastanddailyrecord tables; weightingdenominator wrong andcarrierrounding producesconflictingtotals.,SRC-0073;SRC-0074,Item12,M1-1.0.0
202508-2126-007,provenance,10,15,"MCMISdatedquery,BLSprojections,OEWS/ECEC andvendorprices; allunderlyingquotesnotyetverified.",SRC-0073;SRC-0074,Items12–15 and footnotes,M1-1.0.0
202508-2126-007,segmentation,13,15,"Driver/carrier,new/existing,exemptDOL andequipment/service split.",SRC-0073;SRC-0074,Item12,M1-1.0.0
202508-2126-007,labor,4,10,FourSOCweights exceed100%;nestedpassengercategories anddenominator concerns;ECECbenefits mislabeledoverhead.,SRC-0073;SRC-0074,Item12,M1-1.0.0
202508-2126-007,item13,6,10,"Vendorprice ranges andmedian,installation,andmonthlyservice;replacement omittedandannualtotalincorrect.",SRC-0073;SRC-0074,Item13,M1-1.0.0
202508-2126-007,item14,6,10,Noincremental federalcost justified asnormalduties; inspectionallocationquestion.,SRC-0073;SRC-0074,Item14,M1-1.0.0
202508-2126-007,item15,6,10,Old/newinputs andcosts shown butseveraldeltas arithmeticallywrong.,SRC-0073;SRC-0074,Item15,M1-1.0.0
202508-2126-007,validation,3,5,MCMISobservations andinvestigator50%reviewbasis; malfunctionrates explicitlyunknown.,SRC-0073;SRC-0074,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202508-2126-007,consistency,0,5,"53.40v53.44mhours,1.6206bv1.63553bcost,over100%wageweights.",SRC-0073;SRC-0074,Items12–15 and ROCIS summary,M1-1.0.0
202509-2060-003,reproducibility,18,20,Retrieved full baseline plus increment reconstruct ROCIS hours/responses; detailed sector/role appendices available.,SRC-0091;SRC-0092;SRC-0103;SRC-0104,Item12,M1-1.0.0
202509-2060-003,provenance,9,15,Baseline ECEC2020 and new OEWS2021 identified; legacy burden assumptions and source dates need renewal.,SRC-0091;SRC-0092;SRC-0103;SRC-0104,Items12–15 and footnotes,M1-1.0.0
202509-2060-003,segmentation,15,15,"Terminals, plants, stations and dispensing facilities; technical/manager/clerical roles; transition years.",SRC-0091;SRC-0092;SRC-0103;SRC-0104,Item12,M1-1.0.0
202509-2060-003,labor,3,10,"Baseline starts with total compensation then adds110% for benefits, double-counting benefits as described; new model uses wages and same factor.",SRC-0091;SRC-0092;SRC-0103;SRC-0104,Item12,M1-1.0.0
202509-2060-003,item13,6,10,Baseline CPMS maintenance110*1000 explicit; incrementalzero lacks full monitoring-capital scope justification.,SRC-0091;SRC-0092;SRC-0103;SRC-0104,Item13,M1-1.0.0
202509-2060-003,item14,5,10,Baseline federal23900hours/1.19million and new7261hours/362782 are separate; ROCIS reports only increment.,SRC-0091;SRC-0092;SRC-0103;SRC-0104,Item14,M1-1.0.0
202509-2060-003,item15,8,10,214000+83882 and6900+3161 reconcile; old underlying213592 rounded to214000 must remain distinct.,SRC-0091;SRC-0092;SRC-0103;SRC-0104,Item15,M1-1.0.0
202509-2060-003,validation,2,5,"Agency experience and legacy standards, without measured current time validation.",SRC-0091;SRC-0092;SRC-0103;SRC-0104,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202509-2060-003,consistency,2,5,Current package combines full respondent burden with incremental federal cost; mixed source price years and baseline loading error.,SRC-0091;SRC-0092;SRC-0103;SRC-0104,Items12–15 and ROCIS summary,M1-1.0.0
202511-0583-005,reproducibility,14,20,"Extensive task/size tables, but narrative, subtotals and totals contain material discrepancies.",SRC-0134;SRC-0135,Item12,M1-1.0.0
202511-0583-005,provenance,8,15,"RTI2015 report and tables cited, current wage vintage but no role/load derivation.",SRC-0134;SRC-0135,Items12–15 and footnotes,M1-1.0.0
202511-0583-005,segmentation,15,15,"Plant sizes, state/federal and SOP/microbiology/HACCP tasks meaningfully separated.",SRC-0134;SRC-0135,Item12,M1-1.0.0
202511-0583-005,labor,4,10,107.04 loaded BLS rate without occupation or component derivation.,SRC-0134;SRC-0135,Item12,M1-1.0.0
202511-0583-005,item13,3,10,"600000 capital for20 new plants has no equipment, useful life or unit-cost evidence.",SRC-0134;SRC-0135,Item13,M1-1.0.0
202511-0583-005,item14,5,10,Inspector activities and hours shown; some workloads and47.91 rate lack derivation.,SRC-0134;SRC-0135,Item14,M1-1.0.0
202511-0583-005,item15,6,10,"No-change renewal baseline stated, but unchanged errors undermine reproducibility.",SRC-0134;SRC-0135,Item15,M1-1.0.0
202511-0583-005,validation,3,5,External cost study and inspection systems cited; underlying report inaccessible in this retrieval.,SRC-0134;SRC-0135,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202511-0583-005,consistency,1,5,"Subtotals, frequencies and federal workload disagree; document length does not yield consistency.",SRC-0134;SRC-0135,Items12–15 and ROCIS summary,M1-1.0.0
202511-1545-005,reproducibility,12,20,"Aggregate and change arithmetic are reproducible, but model coefficients and microdata are not available in this package.",SRC-0093;SRC-0094;SRC-0100;SRC-0101,Item12,M1-1.0.0
202511-1545-005,provenance,11,15,"Tax-year survey, model update, legal cutoff and economic inputs identified; coefficient-level provenance incomplete.",SRC-0093;SRC-0094;SRC-0100;SRC-0101,Items12–15 and footnotes,M1-1.0.0
202511-1545-005,segmentation,15,15,"Entity type, size, receipts, preparation method and tax complexity are explicitly modeled.",SRC-0093;SRC-0094;SRC-0100;SRC-0101,Item12,M1-1.0.0
202511-1545-005,labor,7,10,Economic-value methodology has floor and ceiling tied to wage/compensation data; exact function and inputs are not exposed.,SRC-0093;SRC-0094;SRC-0100;SRC-0101,Item12,M1-1.0.0
202511-1545-005,item13,7,10,Survey/model estimates include preparer fees and software; aggregate out-of-pocket estimate lacks public reconstruction coefficients.,SRC-0093;SRC-0094;SRC-0100;SRC-0101,Item13,M1-1.0.0
202511-1545-005,item14,6,10,383 product allocations supplement the cost estimate; processing subtotal does not add and several federal categories are excluded.,SRC-0093;SRC-0094;SRC-0100;SRC-0101,Item14,M1-1.0.0
202511-1545-005,item15,9,10,"Separates technical recalibration, projection and legislation with quantified time and dollar changes; ROCIS classification needs reconciliation.",SRC-0093;SRC-0094;SRC-0100;SRC-0101,Item15,M1-1.0.0
202511-1545-005,validation,4,5,Business taxpayer survey anchors the model; uncertainty and validation performance are not reported in this statement.,SRC-0093;SRC-0094;SRC-0100;SRC-0101,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202511-1545-005,consistency,2,5,Main time and dollar bridges reconcile; federal processing sum is inconsistent.,SRC-0093;SRC-0094;SRC-0100;SRC-0101,Items12–15 and ROCIS summary,M1-1.0.0
202602-0607-001,reproducibility,18,20,Three clear rows reconstruct totals with one-hour rounding; transferred BERD burden differs from stated minutes.,SRC-0049;SRC-0050,Item12,M1-1.0.0
202602-0607-001,provenance,9,15,BLS May2024 SOC specified; accountant proxy sensible; timing provenance partly inherited.,SRC-0049;SRC-0050,Items12–15 and footnotes,M1-1.0.0
202602-0607-001,segmentation,14,15,Employer with/without BERD and nonprofit scope distinguished.,SRC-0049;SRC-0050,Item12,M1-1.0.0
202602-0607-001,labor,4,10,44.96 base accountant wage no benefit treatment.,SRC-0049;SRC-0050,Item12,M1-1.0.0
202602-0607-001,item13,10,10,"Clear zero rationale: existing records,no new software,customary outside services.",SRC-0049;SRC-0050,Item13,M1-1.0.0
202602-0607-001,item14,4,10,10m total and20/80 funding split; activity costs not quantified.,SRC-0049;SRC-0050,Item14,M1-1.0.0
202602-0607-001,item15,6,10,Added16minutes and transferred BERD identified;124450 transfer does not reproduce157minutes*47500.,SRC-0049;SRC-0050,Item15,M1-1.0.0
202602-0607-001,validation,3,5,"Cognitive and usability testing planned, not evidence completed for all burden times.",SRC-0049;SRC-0050,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202602-0607-001,consistency,3,5,Inconsistent transfer arithmetic; main table mostly reconciles.,SRC-0049;SRC-0050,Items12–15 and ROCIS summary,M1-1.0.0
202602-2060-006,reproducibility,16,20,"Fullbaseline retrieved; incrementtasks andscope clear, but rounding/staleratecells.",SRC-0153;SRC-0154;SRC-0158;SRC-0159,Item12,M1-1.0.0
202602-2060-006,provenance,10,15,"OEWS2024industryNAICS/SOC,OPM2025,baseline2023; legacytechnicalcoefficients.",SRC-0153;SRC-0154;SRC-0158;SRC-0159,Items12–15 and footnotes,M1-1.0.0
202602-2060-006,segmentation,15,15,"Newstandards,e-reporting andremovedmonitorobligationssegmented.",SRC-0153;SRC-0154;SRC-0158;SRC-0159,Item12,M1-1.0.0
202602-2060-006,labor,6,10,Wage*2.1methodexplicit;technicaltotal70.31typo versus114.09usedintables; overheadsupportweak.,SRC-0153;SRC-0154;SRC-0158;SRC-0159,Item12,M1-1.0.0
202602-2060-006,item13,6,10,Positiveperformance testsandnegativeequipment/O&M changesseparate; legacycapitalunit costnotannualized.,SRC-0153;SRC-0154;SRC-0158;SRC-0159,Item13,M1-1.0.0
202602-2060-006,item14,6,10,"Federalincrementbyrole/grade; fullbaselinecostexistsseparately, removalrowinconsistencies.",SRC-0153;SRC-0154;SRC-0158;SRC-0159,Item14,M1-1.0.0
202602-2060-006,item15,9,10,Exactoldplusprogramdelta=newinventoryforthreemeasures; incrementroundingdocumented.,SRC-0153;SRC-0154;SRC-0158;SRC-0159,Item15,M1-1.0.0
202602-2060-006,validation,3,5,Engineering/programknowledge; limitedpublictimingvalidation.,SRC-0153;SRC-0154;SRC-0158;SRC-0159,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202602-2060-006,consistency,3,5,"Overallinventorybridgecoherent, detailedrole/hourandwagecells conflict.",SRC-0153;SRC-0154;SRC-0158;SRC-0159,Items12–15 and ROCIS summary,M1-1.0.0
202602-3170-003,reproducibility,15,20,Table row hours reconstruct; per-bank hours are asserted aggregates.,SRC-0051;SRC-0052,Item12,M1-1.0.0
202602-3170-003,provenance,5,15,"SOC, base wage and live BLS link supplied without vintage or load derivation.",SRC-0051;SRC-0052,Items12–15 and footnotes,M1-1.0.0
202602-3170-003,segmentation,9,15,"Reporting, records and disclosures separated; bank size and data-volume heterogeneity hidden.",SRC-0051;SRC-0052,Item12,M1-1.0.0
202602-3170-003,labor,3,10,41.46 to66.33 implicit1.6 factor not explained; financial-sector claim links national data.,SRC-0051;SRC-0052,Item12,M1-1.0.0
202602-3170-003,item13,6,10,Software and LEI unit costs exposed; narrative discusses a different collection.,SRC-0051;SRC-0052,Item13,M1-1.0.0
202602-3170-003,item14,3,10,"Three employees plus861728 contract/O&M, but salary absent and total unclear.",SRC-0051;SRC-0052,Item14,M1-1.0.0
202602-3170-003,item15,4,10,Wage increase explained without prior rate or dollar bridge.,SRC-0051;SRC-0052,Item15,M1-1.0.0
202602-3170-003,validation,1,5,No timing evidence in Item12; inherited methodology not located in statement.,SRC-0051;SRC-0052,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202602-3170-003,consistency,0,5,RegulationI/private deposit-insurance narrative surrounds HMDA tables; wrong legal scope repeated.,SRC-0051;SRC-0052,Items12–15 and ROCIS summary,M1-1.0.0
202603-0535-001,reproducibility,18,20,"Embedded tables expose sample, response/nonresponse, frequency and time by survey; early.33/.67annualization.",SRC-0188;SRC-0189,Item12,M1-1.0.0
202603-0535-001,provenance,10,15,"May2024OEWS dates given, but no SOCs and33%loading source.",SRC-0188;SRC-0189,Items12–15 and footnotes,M1-1.0.0
202603-0535-001,segmentation,15,15,"Area/list frame, commodity, cycle, advance material, testing and nonresponse meaningful.",SRC-0188;SRC-0189,Item12,M1-1.0.0
202603-0535-001,labor,6,10,Equal three-occupation mean explicit; loading33% assumed and occupational population mix unsupported.,SRC-0188;SRC-0189,Item12,M1-1.0.0
202603-0535-001,item13,8,10,"Explicit no capital/O&M for survey, consistent with existing records.",SRC-0188;SRC-0189,Item13,M1-1.0.0
202603-0535-001,item14,4,10,"32million budget with staffing/data collection description, no allocation equations.",SRC-0188;SRC-0189,Item14,M1-1.0.0
202603-0535-001,item15,8,10,Response/nonresponse hours old/current/difference and named program additions; driver-level split incomplete.,SRC-0188;SRC-0189,Item15,M1-1.0.0
202603-0535-001,validation,3,5,"Sampling designed to reduce duplicate selection; time based on questionnaire content, not measured distribution.",SRC-0188;SRC-0189,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202603-0535-001,consistency,3,5,Sample596600 differs from447630+157970=605600; early rounding and labels require interpretation.,SRC-0188;SRC-0189,Items12–15 and ROCIS summary,M1-1.0.0
202603-1210-004,reproducibility,16,20,"Detailed transaction table with counts, minutes and role costs; rounded hour displays require exact minute reconstruction.",SRC-0095;SRC-0096,Item12,M1-1.0.0
202603-1210-004,provenance,10,15,"MEPS-IC, Form 5500 and agency projections cited; denial/appeal and timing assumptions require fuller validation.",SRC-0095;SRC-0096,Items12–15 and footnotes,M1-1.0.0
202603-1210-004,segmentation,15,15,"Health, short/long disability, pension, other benefits and claim outcomes are distinguished.",SRC-0095;SRC-0096,Item12,M1-1.0.0
202603-1210-004,labor,7,10,Role-specific EBSA loaded rates tied to shared RIA/PRA methodology; source-to-current-rate chain incomplete.,SRC-0095;SRC-0096,Item12,M1-1.0.0
202603-1210-004,item13,8,10,"Paper delivery shares, postage and pages modeled; contracted administration instead included in Item 12.",SRC-0095;SRC-0096,Item13,M1-1.0.0
202603-1210-004,item14,4,10,Zero federal cost asserted without workload analysis.,SRC-0095;SRC-0096,Item14,M1-1.0.0
202603-1210-004,item15,6,10,Totals and updating factors supplied; no full quantified driver decomposition.,SRC-0095;SRC-0096,Item15,M1-1.0.0
202603-1210-004,validation,3,5,Administrative and survey populations; behavioral denial/appeal rates and extreme time values less supported.,SRC-0095;SRC-0096,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202603-1210-004,consistency,2,5,Medical denial 8.67 hours conflicts with prose maximum six hours; several outcome labels differ across tables.,SRC-0095;SRC-0096,Items12–15 and ROCIS summary,M1-1.0.0
202606-1652-001,reproducibility,15,20,Atomic activity models clear and public hours sum; scope omissions and turnover-period error hinder defensibility.,SRC-0021;SRC-0022,Item12,M1-1.0.0
202606-1652-001,provenance,11,15,"BLS/OPM/Census source detail unusually explicit, but SOC labels and reference control numbers conflict.",SRC-0021;SRC-0022,Items12–15 and footnotes,M1-1.0.0
202606-1652-001,segmentation,13,15,Rail/transit/bus and plans/reports/recordkeeping separated;events versus persons muddled.,SRC-0021;SRC-0022,Item12,M1-1.0.0
202606-1652-001,labor,7,10,Blended manager/analyst wages and compensation ratio explicit;occupation labels and sector proxy require review.,SRC-0021;SRC-0022,Item12,M1-1.0.0
202606-1652-001,item13,6,10,"Zero costs attributed to other control number, but two different control numbers given and no general IT cost exclusion basis.",SRC-0021;SRC-0022,Item13,M1-1.0.0
202606-1652-001,item14,7,10,Loaded federal annual salary+benefits/2087 transparent;total federal hours incorrect.,SRC-0021;SRC-0022,Item14,M1-1.0.0
202606-1652-001,item15,4,10,Removes one-time costs and updates populations but no full hours bridge;no-program-change prose conflicts with ROCIS discretion.,SRC-0021;SRC-0022,Item15,M1-1.0.0
202606-1652-001,validation,2,5,"Named SMEs,turnover,mobility sources;monthly/annual substitution and personal-mobility proxy weaken validity.",SRC-0021;SRC-0022,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202606-1652-001,consistency,1,5,Federal hours sum not881;coordinator5 hours inconsistent with199*0.083;cost typo29918;cross-ICR identifier typo.,SRC-0021;SRC-0022,Items12–15 and ROCIS summary,M1-1.0.0
202606-1652-002,reproducibility,10,20,Year tables detailed but statedgrowth doesnot reproduce forecast;online renewals appear added to fullpopulation already charged inperson.,SRC-0053;SRC-0054,Item12,M1-1.0.0
202606-1652-002,provenance,8,15,SixNAICS andtwoSOCs described but component inputs absent; ECEC reference/publication date confused.,SRC-0053;SRC-0054,Items12–15 and footnotes,M1-1.0.0
202606-1652-002,segmentation,11,15,Useful pathways designed but not mutually exclusive in formulas.,SRC-0053;SRC-0054,Item12,M1-1.0.0
202606-1652-002,labor,6,10,Employment-weighted wage26.22 andbenefit ratio disclosed; industry weighting andvintage insufficient to reproduce.,SRC-0053;SRC-0054,Item12,M1-1.0.0
202606-1652-002,item13,5,10,Fee components andappeal costs explicit; discount applied to allrenewals instead ofonline60% only.,SRC-0053;SRC-0054,Item13,M1-1.0.0
202606-1652-002,item14,4,10,User fees said tocover federal costs without gross costs or allocation.,SRC-0053;SRC-0054,Item14,M1-1.0.0
202606-1652-002,item15,3,10,Directions stated without quantitative old/new bridge; newonline policy vsadjustment classification unclear.,SRC-0053;SRC-0054,Item15,M1-1.0.0
202606-1652-002,validation,3,5,Historical enrollment counts andcandid appeal-time extrapolation; assumptions unvalidated.,SRC-0053;SRC-0054,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202606-1652-002,consistency,0,5,Survey table519hours becomes5187summary; major pathway andprojection inconsistencies.,SRC-0053;SRC-0054,Items12–15 and ROCIS summary,M1-1.0.0
